id,transaction_date,value_date,reference,debit,credit,balance,remarks,predicted_category,created_at,updated_at
1745,2025-05-07,2025-05-07,Fuel purchase,8703.51,,16779276.93,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1746,2025-05-09,2025-05-09,POS PURCHASE - Inventory,378136.63,,16401140.30,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1747,2025-05-09,2025-05-09,POS PURCHASE - Inventory,304429.57,,16096710.73,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1748,2025-05-13,2025-05-13,Customer payment,,296111.83,16392822.56,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1749,2025-05-14,2025-05-14,Customer payment,,403785.42,16796607.98,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1750,2025-05-14,2025-05-14,Capital injection,,1836158.12,18632766.10,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1751,2025-05-16,2025-05-16,POS PURCHASE - Inventory,56723.04,,18576043.06,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1752,2025-05-16,2025-05-16,Customer payment,,286801.59,18862844.65,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1753,2025-05-16,2025-05-16,Repair / Maintenance,99266.14,,18763578.51,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1754,2025-05-16,2025-05-16,Customer payment,,444109.08,19207687.59,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1755,2025-05-18,2025-05-18,POS PURCHASE - Inventory,159566.78,,19048120.81,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1756,2025-05-18,2025-05-18,Customer payment,,437149.23,19485270.04,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1757,2025-05-20,2025-05-20,Customer payment,,166389.69,19651659.73,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1758,2025-05-21,2025-05-21,Customer payment,,393583.73,20045243.46,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1759,2025-05-23,2025-05-23,POS PURCHASE - Inventory,191754.13,,19853489.33,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1760,2025-05-23,2025-05-23,Bank fees / transfer,2887.45,,19850601.88,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1761,2025-05-23,2025-05-23,Customer payment,,91824.23,19942426.11,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1762,2025-05-25,2025-05-25,Customer payment,,272024.57,20214450.68,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1763,2025-05-27,2025-05-27,Misc credit,,7197.48,20221648.16,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1764,2025-05-27,2025-05-27,Customer payment,,82403.85,20304052.01,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1765,2025-05-28,2025-05-28,Salary payment,134984.86,,20169067.15,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1766,2025-05-28,2025-05-28,Customer payment,,103138.13,20272205.28,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1767,2025-05-28,2025-05-28,POS PURCHASE - Inventory,396260.76,,19875944.52,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1768,2025-05-28,2025-05-28,Bank fees / transfer,14439.19,,19861505.33,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1769,2025-05-29,2025-05-29,Bank fees / transfer,12963.22,,19848542.11,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1770,2025-05-29,2025-05-29,Refund/Chargeback,,2336.59,19850878.70,Customer refund,Refund/Chargeback,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1771,2025-05-30,2025-05-30,Customer payment,,144867.52,19995746.22,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1772,2025-05-30,2025-05-30,Customer payment,,489677.50,20485423.72,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1773,2025-05-31,2025-05-31,POS PURCHASE - Inventory,116956.97,,20368466.75,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1774,2025-05-31,2025-05-31,Customer payment,,234805.89,20603272.64,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1775,2025-06-01,2025-06-01,Rent payment,119857.06,,20483415.58,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1776,2025-06-01,2025-06-01,Customer payment,,222136.43,20705552.01,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1777,2025-06-01,2025-06-01,Customer payment,,226178.05,20931730.06,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1778,2025-06-03,2025-06-03,Internet subscription,6753.68,,20924976.38,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1779,2025-06-03,2025-06-03,Misc debit,40660.51,,20884315.87,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1780,2025-06-03,2025-06-03,Bank fees / transfer,19391.05,,20864924.82,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1781,2025-06-03,2025-06-03,Customer payment,,242259.31,21107184.13,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1782,2025-06-05,2025-06-05,Utility bills,27213.36,,21079970.77,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1783,2025-06-05,2025-06-05,POS PURCHASE - Inventory,20203.93,,21059766.84,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1784,2025-06-06,2025-06-06,Bank fees / transfer,1393.68,,21058373.16,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1785,2025-06-07,2025-06-07,POS PURCHASE - Inventory,165051.80,,20893321.36,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1786,2025-06-07,2025-06-07,POS PURCHASE - Inventory,285479.13,,20607842.23,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1787,2025-06-07,2025-06-07,POS PURCHASE - Inventory,49466.31,,20558375.92,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1788,2025-06-08,2025-06-08,Repair / Maintenance,107837.30,,20450538.62,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1789,2025-06-08,2025-06-08,Fuel purchase,54958.98,,20395579.64,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1790,2025-06-09,2025-06-09,Customer payment,,310179.37,20705759.01,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1791,2025-06-10,2025-06-10,POS PURCHASE - Inventory,213128.48,,20492630.53,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1792,2025-06-10,2025-06-10,Misc credit,,38576.43,20531206.96,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1793,2025-06-10,2025-06-10,Repair / Maintenance,93017.43,,20438189.53,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1794,2025-06-10,2025-06-10,Customer payment,,392916.13,20831105.66,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1795,2025-06-11,2025-06-11,Customer payment,,283954.54,21115060.20,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1796,2025-06-12,2025-06-12,Bank fees / transfer,4102.89,,21110957.31,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1797,2025-06-12,2025-06-12,Repair / Maintenance,2506.80,,21108450.51,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1798,2025-06-14,2025-06-14,Fuel purchase,16213.77,,21092236.74,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1799,2025-06-15,2025-06-15,Customer payment,,280812.96,21373049.70,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1800,2025-06-16,2025-06-16,Bank fees / transfer,4932.17,,21368117.53,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1801,2025-06-18,2025-06-18,Fuel purchase,49699.53,,21318418.00,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1802,2025-06-18,2025-06-18,Capital injection,,1794595.62,23113013.62,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1803,2025-06-18,2025-06-18,POS PURCHASE - Inventory,75691.07,,23037322.55,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1804,2025-06-19,2025-06-19,Repair / Maintenance,76466.80,,22960855.75,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1805,2025-06-20,2025-06-20,POS PURCHASE - Inventory,359985.19,,22600870.56,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1806,2025-06-21,2025-06-21,Customer payment,,117690.88,22718561.44,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1807,2025-06-21,2025-06-21,Bank fees / transfer,15630.60,,22702930.84,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1808,2025-06-22,2025-06-22,POS PURCHASE - Inventory,395891.45,,22307039.39,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1809,2025-06-23,2025-06-23,Customer payment,,85292.93,22392332.32,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1810,2025-06-23,2025-06-23,Bank fees / transfer,1264.18,,22391068.14,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1811,2025-06-23,2025-06-23,POS PURCHASE - Inventory,271481.33,,22119586.81,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1812,2025-06-24,2025-06-24,Fuel purchase,49716.66,,22069870.15,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1813,2025-06-25,2025-06-25,Customer payment,,69138.75,22139008.90,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1814,2025-06-25,2025-06-25,POS PURCHASE - Inventory,65074.02,,22073934.88,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1815,2025-06-27,2025-06-27,Repair / Maintenance,85742.99,,21988191.89,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1816,2025-06-28,2025-06-28,Salary payment,105598.01,,21882593.88,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1817,2025-06-28,2025-06-28,Repair / Maintenance,107151.96,,21775441.92,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1818,2025-06-29,2025-06-29,Bank fees / transfer,12349.26,,21763092.66,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1819,2025-06-29,2025-06-29,Customer payment,,89149.01,21852241.67,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1820,2025-06-30,2025-06-30,Capital injection,,1121091.80,22973333.47,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1821,2025-06-30,2025-06-30,POS PURCHASE - Inventory,65533.64,,22907799.83,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1822,2025-06-30,2025-06-30,POS PURCHASE - Inventory,181546.82,,22726253.01,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1823,2025-06-30,2025-06-30,Customer payment,,519825.44,23246078.45,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1824,2025-06-30,2025-06-30,Fuel purchase,42366.99,,23203711.46,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1825,2025-06-30,2025-06-30,Capital injection,,1151532.75,24355244.21,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1826,2025-07-01,2025-07-01,Rent payment,240968.38,,24114275.83,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1827,2025-07-02,2025-07-02,Customer payment,,351929.60,24466205.43,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1828,2025-07-02,2025-07-02,POS PURCHASE - Inventory,73541.93,,24392663.50,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1829,2025-07-02,2025-07-02,POS PURCHASE - Inventory,103725.90,,24288937.60,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1830,2025-07-03,2025-07-03,Internet subscription,9167.68,,24279769.92,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1831,2025-07-03,2025-07-03,POS PURCHASE - Inventory,384893.92,,23894876.00,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1832,2025-07-04,2025-07-04,POS PURCHASE - Inventory,24193.39,,23870682.61,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1833,2025-07-04,2025-07-04,Customer payment,,455949.29,24326631.90,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1834,2025-07-05,2025-07-05,Utility bills,10976.33,,24315655.57,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1835,2025-07-06,2025-07-06,Customer payment,,166446.73,24482102.30,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1836,2025-07-07,2025-07-07,POS PURCHASE - Inventory,349820.86,,24132281.44,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1837,2025-07-07,2025-07-07,Customer payment,,391942.17,24524223.61,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1838,2025-07-07,2025-07-07,Customer payment,,63400.18,24587623.79,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1839,2025-07-07,2025-07-07,Misc debit,40280.80,,24547342.99,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1840,2025-07-08,2025-07-08,Customer payment,,379530.10,24926873.09,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1841,2025-07-08,2025-07-08,Bank fees / transfer,11723.10,,24915149.99,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1842,2025-07-08,2025-07-08,POS PURCHASE - Inventory,317929.48,,24597220.51,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1843,2025-07-08,2025-07-08,Repair / Maintenance,91832.23,,24505388.28,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1844,2025-07-09,2025-07-09,Customer payment,,427699.30,24933087.58,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1845,2025-07-09,2025-07-09,POS PURCHASE - Inventory,145368.52,,24787719.06,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1846,2025-07-09,2025-07-09,Customer payment,,43015.03,24830734.09,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1847,2025-07-10,2025-07-10,Fuel purchase,46644.89,,24784089.20,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1848,2025-07-12,2025-07-12,Bank fees / transfer,7640.40,,24776448.80,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1849,2025-07-12,2025-07-12,Customer payment,,395068.73,25171517.53,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1850,2025-07-14,2025-07-14,Customer payment,,142150.28,25313667.81,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1851,2025-07-14,2025-07-14,Repair / Maintenance,74507.44,,25239160.37,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1852,2025-07-14,2025-07-14,Repair / Maintenance,93770.77,,25145389.60,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1853,2025-07-14,2025-07-14,Customer payment,,502544.20,25647933.80,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1854,2025-07-17,2025-07-17,Customer payment,,487885.44,26135819.24,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1855,2025-07-18,2025-07-18,Bank fees / transfer,606.21,,26135213.03,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1856,2025-07-18,2025-07-18,POS PURCHASE - Inventory,265644.02,,25869569.01,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1857,2025-07-19,2025-07-19,Customer payment,,457719.07,26327288.08,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1858,2025-07-20,2025-07-20,Customer payment,,117546.87,26444834.95,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1859,2025-07-20,2025-07-20,Fuel purchase,36375.22,,26408459.73,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1860,2025-07-21,2025-07-21,POS PURCHASE - Inventory,103385.77,,26305073.96,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1861,2025-07-21,2025-07-21,POS PURCHASE - Inventory,289112.72,,26015961.24,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1862,2025-07-22,2025-07-22,Customer payment,,273796.07,26289757.31,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1863,2025-07-22,2025-07-22,Customer payment,,99071.13,26388828.44,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1864,2025-07-23,2025-07-23,Misc credit,,6659.16,26395487.60,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1865,2025-07-25,2025-07-25,POS PURCHASE - Inventory,403332.01,,25992155.59,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
1866,2025-07-27,2025-07-27,Bank fees / transfer,13907.70,,25978247.89,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
